Máximo;Mínimo            ;Media           ;Fecha máximo                    ;Fecha mínimo;fecha         
171 ;146               ;164             ;2016-05-05 00:00:00             ;2016-05-05 23:45:00;2016-05-05 00:00:00
154 ;137,6             ;144             ;2016-05-06 08:00:00             ;2016-05-06 03:00:00;2016-05-06 00:00:00
171 ;124,5             ;144             ;2016-05-07 02:00:00             ;2016-05-07 13:45:00;2016-05-07 00:00:00
168 ;140,4             ;154             ;2016-05-08 23:45:00             ;2016-05-08 00:00:00;2016-05-08 00:00:00
188 ;165,6             ;175             ;2016-05-09 20:00:00             ;2016-05-09 01:30:00;2016-05-09 00:00:00
304 ;185,2             ;245             ;2016-05-10 23:30:00             ;2016-05-10 00:00:00;2016-05-10 00:00:00
390 ;303,867           ;348             ;2016-05-11 19:00:00             ;2016-05-11 00:00:00;2016-05-11 00:00:00
370 ;278,433           ;310             ;2016-05-12 00:00:00             ;2016-05-12 22:30:00;2016-05-12 00:00:00
293 ;274,8             ;285             ;2016-05-13 14:00:00             ;2016-05-13 00:15:00;2016-05-13 00:00:00
289 ;267,533           ;280             ;2016-05-14 00:00:00             ;2016-05-14 22:15:00;2016-05-14 00:00:00
264 ;217,25            ;239             ;2016-05-15 00:00:00             ;2016-05-15 22:00:00;2016-05-15 00:00:00
217 ;191,25            ;208             ;2016-05-16 00:00:00             ;2016-05-16 23:00:00;2016-05-16 00:00:00
221 ;176,8             ;199             ;2016-05-17 10:45:00             ;2016-05-17 02:30:00;2016-05-17 00:00:00
198 ;176,8             ;186             ;2016-05-18 06:30:00             ;2016-05-18 21:00:00;2016-05-18 00:00:00
180 ;160               ;173             ;2016-05-19 04:30:00             ;2016-05-19 22:30:00;2016-05-19 00:00:00
160 ;132               ;146             ;2016-05-20 00:00:00             ;2016-05-20 23:00:00;2016-05-20 00:00:00
132 ;119,5             ;127             ;2016-05-21 00:00:00             ;2016-05-21 22:15:00;2016-05-21 00:00:00
122 ;112               ;119             ;2016-05-22 10:45:00             ;2016-05-22 23:00:00;2016-05-22 00:00:00
125 ;112               ;120             ;2016-05-23 10:00:00             ;2016-05-23 23:45:00;2016-05-23 00:00:00
112 ;99,8              ;107             ;2016-05-24 00:00:00             ;2016-05-24 22:00:00;2016-05-24 00:00:00
105 ;95                ;101             ;2016-05-25 06:45:00             ;2016-05-25 21:45:00;2016-05-25 00:00:00
100 ;90,2              ;96              ;2016-05-26 08:45:00             ;2016-05-26 22:15:00;2016-05-26 00:00:00
90  ;80,8              ;87              ;2016-05-27 00:00:00             ;2016-05-27 23:45:00;2016-05-27 00:00:00
100 ;80,8              ;91              ;2016-05-28 13:45:00             ;2016-05-28 00:00:00;2016-05-28 00:00:00
100 ;90,2              ;94              ;2016-05-29 11:45:00             ;2016-05-29 00:00:00;2016-05-29 00:00:00
97  ;78,6              ;92              ;2016-05-30 09:45:00             ;2016-05-30 23:00:00;2016-05-30 00:00:00
95  ;76,4              ;86              ;2016-05-31 10:45:00             ;2016-05-31 00:30:00;2016-05-31 00:00:00
83  ;78,6              ;82              ;2016-06-01 00:00:00             ;2016-06-01 22:15:00;2016-06-01 00:00:00
88  ;76,4              ;83              ;2016-06-02 11:00:00             ;2016-06-02 00:30:00;2016-06-02 00:00:00
85  ;76,4              ;80              ;2016-06-03 00:00:00             ;2016-06-03 23:45:00;2016-06-03 00:00:00
79  ;74,2              ;77              ;2016-06-04 11:00:00             ;2016-06-04 02:00:00;2016-06-04 00:00:00
88  ;76,4              ;81              ;2016-06-05 21:30:00             ;2016-06-05 00:00:00;2016-06-05 00:00:00
88  ;72                ;83              ;2016-06-06 00:00:00             ;2016-06-06 22:30:00;2016-06-06 00:00:00
72  ;59                ;68              ;2016-06-07 14:30:00             ;2016-06-07 23:45:00;2016-06-07 00:00:00
63  ;55                ;60              ;2016-06-08 14:15:00             ;2016-06-08 05:45:00;2016-06-08 00:00:00
59  ;51                ;56              ;2016-06-09 00:00:00             ;2016-06-09 08:15:00;2016-06-09 00:00:00
53  ;47                ;48              ;2016-06-10 00:00:00             ;2016-06-10 07:45:00;2016-06-10 00:00:00
53  ;47                ;49              ;2016-06-11 08:00:00             ;2016-06-11 00:00:00;2016-06-11 00:00:00
63  ;47                ;53              ;2016-06-12 19:00:00             ;2016-06-12 02:00:00;2016-06-12 00:00:00
63  ;55                ;59              ;2016-06-13 13:45:00             ;2016-06-13 07:15:00;2016-06-13 00:00:00
59  ;53                ;56              ;2016-06-14 00:00:00             ;2016-06-14 04:15:00;2016-06-14 00:00:00
57  ;49                ;54              ;2016-06-15 04:45:00             ;2016-06-15 20:15:00;2016-06-15 00:00:00
59  ;49                ;53              ;2016-06-16 20:30:00             ;2016-06-16 11:45:00;2016-06-16 00:00:00
65  ;55                ;62              ;2016-06-17 12:45:00             ;2016-06-17 03:00:00;2016-06-17 00:00:00
72  ;59                ;68              ;2016-06-18 11:45:00             ;2016-06-18 02:00:00;2016-06-18 00:00:00
88  ;69,8              ;79              ;2016-06-19 23:00:00             ;2016-06-19 00:00:00;2016-06-19 00:00:00
93  ;77,45             ;87              ;2016-06-20 11:00:00             ;2016-06-20 00:30:00;2016-06-20 00:00:00
80  ;62,5              ;73              ;2016-06-21 00:00:00             ;2016-06-21 23:15:00;2016-06-21 00:00:00
64  ;53,298            ;59              ;2016-06-22 14:30:00             ;2016-06-22 05:00:00;2016-06-22 00:00:00
59  ;51,696            ;53              ;2016-06-23 00:00:00             ;2016-06-23 05:15:00;2016-06-23 00:00:00
53  ;43,686            ;46              ;2016-06-24 00:00:00             ;2016-06-24 14:00:00;2016-06-24 00:00:00
45  ;38,88             ;42              ;2016-06-25 19:45:00             ;2016-06-25 06:45:00;2016-06-25 00:00:00
53  ;42,084            ;46              ;2016-06-26 22:30:00             ;2016-06-26 01:45:00;2016-06-26 00:00:00
55  ;51,696            ;54              ;2016-06-27 12:45:00             ;2016-06-27 01:30:00;2016-06-27 00:00:00
57  ;50,094            ;54              ;2016-06-28 16:30:00             ;2016-06-28 09:30:00;2016-06-28 00:00:00
53  ;46,89             ;49              ;2016-06-29 00:00:00             ;2016-06-29 05:15:00;2016-06-29 00:00:00
52  ;43,686            ;46              ;2016-06-30 00:00:00             ;2016-06-30 11:00:00;2016-06-30 00:00:00
47  ;40,482            ;44              ;2016-07-01 20:15:00             ;2016-07-01 09:15:00;2016-07-01 00:00:00
45  ;36,128            ;40              ;2016-07-02 00:00:00             ;2016-07-02 14:30:00;2016-07-02 00:00:00
40  ;34,752            ;36              ;2016-07-03 23:30:00             ;2016-07-03 10:45:00;2016-07-03 00:00:00
59  ;40,482            ;49              ;2016-07-04 23:15:00             ;2016-07-04 00:00:00;2016-07-04 00:00:00
57  ;45,288            ;51              ;2016-07-05 00:00:00             ;2016-07-05 09:30:00;2016-07-05 00:00:00
63  ;46,89             ;54              ;2016-07-06 19:30:00             ;2016-07-06 04:15:00;2016-07-06 00:00:00
69  ;56,8              ;59              ;2016-07-07 22:30:00             ;2016-07-07 04:30:00;2016-07-07 00:00:00
67  ;54,9              ;60              ;2016-07-08 00:00:00             ;2016-07-08 09:45:00;2016-07-08 00:00:00
61  ;56,8              ;60              ;2016-07-09 05:30:00             ;2016-07-09 22:45:00;2016-07-09 00:00:00
61  ;53,298            ;57              ;2016-07-10 14:45:00             ;2016-07-10 03:30:00;2016-07-10 00:00:00
61  ;51,696            ;55              ;2016-07-11 00:00:00             ;2016-07-11 23:45:00;2016-07-11 00:00:00
53  ;48,492            ;51              ;2016-07-12 19:45:00             ;2016-07-12 06:00:00;2016-07-12 00:00:00
52  ;40,482            ;44              ;2016-07-13 00:00:00             ;2016-07-13 13:00:00;2016-07-13 00:00:00
45  ;38,88             ;42              ;2016-07-14 00:15:00             ;2016-07-14 11:45:00;2016-07-14 00:00:00
45  ;42,084            ;43              ;2016-07-15 00:00:00             ;2016-07-15 10:15:00;2016-07-15 00:00:00
42  ;40,482            ;41              ;2016-07-16 00:00:00             ;2016-07-16 09:00:00;2016-07-16 00:00:00
44  ;40,482            ;41              ;2016-07-17 23:15:00             ;2016-07-17 08:30:00;2016-07-17 00:00:00
44  ;38,88             ;41              ;2016-07-18 00:00:00             ;2016-07-18 09:45:00;2016-07-18 00:00:00
39  ;33,376            ;36              ;2016-07-19 00:00:00             ;2016-07-19 12:15:00;2016-07-19 00:00:00
36  ;28,4              ;32              ;2016-07-20 01:30:00             ;2016-07-20 20:15:00;2016-07-20 00:00:00
35  ;29,6              ;33              ;2016-07-21 22:30:00             ;2016-07-21 00:00:00;2016-07-21 00:00:00
55  ;34,752            ;43              ;2016-07-22 22:15:00             ;2016-07-22 00:00:00;2016-07-22 00:00:00
57  ;50,094            ;53              ;2016-07-23 20:30:00             ;2016-07-23 08:45:00;2016-07-23 00:00:00
57  ;51,696            ;54              ;2016-07-24 00:00:00             ;2016-07-24 23:45:00;2016-07-24 00:00:00
57  ;50,094            ;52              ;2016-07-25 10:45:00             ;2016-07-25 02:45:00;2016-07-25 00:00:00
55  ;43,686            ;50              ;2016-07-26 15:45:00             ;2016-07-26 05:15:00;2016-07-26 00:00:00
53  ;48,492            ;50              ;2016-07-27 00:00:00             ;2016-07-27 06:15:00;2016-07-27 00:00:00
47  ;40,482            ;43              ;2016-07-28 00:00:00             ;2016-07-28 07:15:00;2016-07-28 00:00:00
48  ;40,482            ;43              ;2016-07-29 00:30:00             ;2016-07-29 10:45:00;2016-07-29 00:00:00
45  ;37,504            ;40              ;2016-07-30 00:00:00             ;2016-07-30 19:00:00;2016-07-30 00:00:00
50  ;40,482            ;44              ;2016-07-31 23:45:00             ;2016-07-31 00:00:00;2016-07-31 00:00:00
48  ;42,084            ;46              ;2016-08-01 00:00:00             ;2016-08-01 10:00:00;2016-08-01 00:00:00
48  ;43,686            ;45              ;2016-08-02 00:00:00             ;2016-08-02 05:15:00;2016-08-02 00:00:00
48  ;38,88             ;41              ;2016-08-03 00:00:00             ;2016-08-03 12:45:00;2016-08-03 00:00:00
40  ;34,752            ;38              ;2016-08-04 00:00:00             ;2016-08-04 15:30:00;2016-08-04 00:00:00
39  ;33,376            ;36              ;2016-08-05 00:00:00             ;2016-08-05 13:30:00;2016-08-05 00:00:00
39  ;33,376            ;36              ;2016-08-06 00:00:00             ;2016-08-06 14:00:00;2016-08-06 00:00:00
48  ;38,88             ;41              ;2016-08-07 23:00:00             ;2016-08-07 00:00:00;2016-08-07 00:00:00
50  ;45,288            ;48              ;2016-08-08 00:00:00             ;2016-08-08 12:00:00;2016-08-08 00:00:00
48  ;38,834            ;42              ;2016-08-09 00:00:00             ;2016-08-09 15:00:00;2016-08-09 00:00:00
44  ;37,457            ;39              ;2016-08-10 00:00:00             ;2016-08-10 08:45:00;2016-08-10 00:00:00
40  ;36,128            ;37              ;2016-08-11 22:15:00             ;2016-08-11 09:00:00;2016-08-11 00:00:00
39  ;33,376            ;36              ;2016-08-12 00:00:00             ;2016-08-12 13:15:00;2016-08-12 00:00:00
36  ;32                ;34              ;2016-08-13 00:00:00             ;2016-08-13 09:00:00;2016-08-13 00:00:00
42  ;34,752            ;38              ;2016-08-14 16:00:00             ;2016-08-14 00:00:00;2016-08-14 00:00:00
44  ;42,084            ;43              ;2016-08-15 14:00:00             ;2016-08-15 00:00:00;2016-08-15 00:00:00
53  ;43,686            ;48              ;2016-08-16 17:45:00             ;2016-08-16 00:00:00;2016-08-16 00:00:00
55  ;45,288            ;51              ;2016-08-17 17:30:00             ;2016-08-17 07:15:00;2016-08-17 00:00:00
53  ;46,89             ;52              ;2016-08-18 00:00:00             ;2016-08-18 08:30:00;2016-08-18 00:00:00
53  ;46,89             ;50              ;2016-08-19 00:00:00             ;2016-08-19 23:00:00;2016-08-19 00:00:00
47  ;42,084            ;44              ;2016-08-20 03:15:00             ;2016-08-20 01:30:00;2016-08-20 00:00:00
47  ;42,084            ;44              ;2016-08-21 18:15:00             ;2016-08-21 06:00:00;2016-08-21 00:00:00
52  ;45,288            ;48              ;2016-08-22 17:15:00             ;2016-08-22 08:15:00;2016-08-22 00:00:00
53  ;46,89             ;50              ;2016-08-23 19:45:00             ;2016-08-23 12:30:00;2016-08-23 00:00:00
52  ;45,288            ;49              ;2016-08-24 00:00:00             ;2016-08-24 11:45:00;2016-08-24 00:00:00
52  ;46,89             ;50              ;2016-08-25 00:00:00             ;2016-08-25 10:45:00;2016-08-25 00:00:00
52  ;42,084            ;46              ;2016-08-26 00:00:00             ;2016-08-26 12:30:00;2016-08-26 00:00:00
45  ;37,504            ;42              ;2016-08-27 00:00:00             ;2016-08-27 10:00:00;2016-08-27 00:00:00
53  ;40,482            ;46              ;2016-08-28 22:15:00             ;2016-08-28 07:00:00;2016-08-28 00:00:00
55  ;48,492            ;52              ;2016-08-29 15:45:00             ;2016-08-29 03:45:00;2016-08-29 00:00:00
53  ;42,084            ;49              ;2016-08-30 17:00:00             ;2016-08-30 07:30:00;2016-08-30 00:00:00
52  ;43,686            ;46              ;2016-08-31 00:00:00             ;2016-08-31 07:15:00;2016-08-31 00:00:00
50  ;45,288            ;47              ;2016-09-01 18:30:00             ;2016-09-01 06:15:00;2016-09-01 00:00:00
48  ;37,504            ;41              ;2016-09-02 00:00:00             ;2016-09-02 14:00:00;2016-09-02 00:00:00
42  ;37,504            ;40              ;2016-09-03 00:00:00             ;2016-09-03 09:15:00;2016-09-03 00:00:00
50  ;42,084            ;45              ;2016-09-04 21:45:00             ;2016-09-04 00:00:00;2016-09-04 00:00:00
52  ;46,89             ;50              ;2016-09-05 03:30:00             ;2016-09-05 21:30:00;2016-09-05 00:00:00
47  ;42,084            ;43              ;2016-09-06 00:00:00             ;2016-09-06 09:30:00;2016-09-06 00:00:00
44  ;37,504            ;40              ;2016-09-07 00:00:00             ;2016-09-07 10:00:00;2016-09-07 00:00:00
42  ;37,504            ;40              ;2016-09-08 00:00:00             ;2016-09-08 11:15:00;2016-09-08 00:00:00
47  ;36,128            ;40              ;2016-09-09 21:00:00             ;2016-09-09 11:00:00;2016-09-09 00:00:00
47  ;38,88             ;42              ;2016-09-10 00:00:00             ;2016-09-10 09:45:00;2016-09-10 00:00:00
55  ;46,89             ;50              ;2016-09-11 23:00:00             ;2016-09-11 00:00:00;2016-09-11 00:00:00
55  ;53,298            ;54              ;2016-09-12 00:00:00             ;2016-09-12 03:00:00;2016-09-12 00:00:00
55  ;51,696            ;53              ;2016-09-13 00:00:00             ;2016-09-13 08:45:00;2016-09-13 00:00:00
67  ;48,492            ;55              ;2016-09-14 23:00:00             ;2016-09-14 09:30:00;2016-09-14 00:00:00
85  ;66,5              ;75              ;2016-09-15 13:15:00             ;2016-09-15 00:00:00;2016-09-15 00:00:00
71  ;62,5              ;67              ;2016-09-16 00:00:00             ;2016-09-16 06:45:00;2016-09-16 00:00:00
69  ;62,5              ;65              ;2016-09-17 00:00:00             ;2016-09-17 10:30:00;2016-09-17 00:00:00
80  ;64,4              ;75              ;2016-09-18 14:45:00             ;2016-09-18 00:00:00;2016-09-18 00:00:00
80  ;72,8              ;78              ;2016-09-19 00:00:00             ;2016-09-19 22:30:00;2016-09-19 00:00:00
77  ;70,7              ;72              ;2016-09-20 19:00:00             ;2016-09-20 03:15:00;2016-09-20 00:00:00
